Time,Date,Water Temp (F),pH,Water Conductivity (µs/cm),Oxidation-reduction potential (ORP) or Disolved Oxygen (DO)
0:45:29,12/18/2021,74.7,7.55,509,400
0:46:32,12/18/2021,74.7,7.54,514,400
0:47:32,12/18/2021,74.7,7.54,499,400
0:48:35,12/18/2021,74.7,7.55,498,401
0:49:35,12/18/2021,74.7,7.55,523,401
0:50:35,12/18/2021,74.7,7.55,575,402
0:51:35,12/18/2021,74.7,7.54,512,403
0:52:38,12/18/2021,74.7,7.55,484,398
0:53:41,12/18/2021,74.7,7.55,494,398
0:54:41,12/18/2021,74.7,7.54,485,399
0:55:41,12/18/2021,74.7,7.54,503,400
0:56:41,12/18/2021,74.7,7.54,494,400
0:57:41,12/18/2021,74.7,7.54,491,400
0:58:41,12/18/2021,74.7,7.54,521,401
0:59:44,12/18/2021,74.7,7.54,499,401
1:00:44,12/18/2021,74.7,7.54,497,401
1:01:47,12/18/2021,74.7,7.54,509,402
1:02:47,12/18/2021,74.7,7.54,535,403
1:03:47,12/18/2021,74.7,7.54,511,403
1:04:50,12/18/2021,74.7,7.53,517,403
1:05:50,12/18/2021,74.7,7.53,498,404
1:06:53,12/18/2021,74.7,7.53,503,404
1:07:56,12/18/2021,74.7,7.53,488,404
1:08:56,12/18/2021,74.7,7.53,509,405
1:09:56,12/18/2021,74.7,7.53,481,405
1:10:59,12/18/2021,74.7,7.53,515,406
1:12:02,12/18/2021,74.7,7.53,554,407
1:13:02,12/18/2021,74.7,7.53,497,407
1:14:02,12/18/2021,74.7,7.53,526,408
1:15:02,12/18/2021,74.7,7.53,427,408
1:16:05,12/18/2021,74.7,7.52,467,408
1:17:05,12/18/2021,74.8,7.53,566,408
1:18:05,12/18/2021,74.7,7.53,514,409
1:19:08,12/18/2021,74.8,7.52,526,410
1:20:08,12/18/2021,74.8,7.52,556,410
1:21:11,12/18/2021,74.8,7.52,582,410
1:22:11,12/18/2021,74.8,7.51,508,410
1:23:11,12/18/2021,74.8,7.52,554,411
1:24:11,12/18/2021,74.8,7.52,455,412
1:25:14,12/18/2021,74.8,7.51,500,412
1:26:14,12/18/2021,74.8,7.51,428,412
1:27:14,12/18/2021,74.8,7.51,443,412
1:28:14,12/18/2021,74.8,7.52,502,412
1:29:17,12/18/2021,74.8,7.52,545,412
1:30:17,12/18/2021,74.8,7.51,404,413
1:31:20,12/18/2021,74.8,7.51,578,413
1:32:20,12/18/2021,74.8,7.51,449,413
1:33:20,12/18/2021,74.8,7.51,521,414
1:34:23,12/18/2021,74.8,7.51,529,415
1:35:23,12/18/2021,74.8,7.51,512,415
1:36:23,12/18/2021,74.8,7.5,549,416
1:37:26,12/18/2021,74.8,7.51,508,416
1:38:29,12/18/2021,74.8,7.5,519,416
1:39:29,12/18/2021,74.8,7.5,506,416
1:40:29,12/18/2021,74.8,7.51,498,416
1:41:32,12/18/2021,74.8,7.51,505,417
1:42:35,12/18/2021,74.8,7.5,505,418
1:43:38,12/18/2021,74.8,7.5,529,418
1:44:38,12/18/2021,74.8,7.5,528,418
1:45:41,12/18/2021,74.8,7.5,436,419
1:46:44,12/18/2021,74.8,7.5,513,420
1:47:44,12/18/2021,74.8,7.5,426,420
1:48:44,12/18/2021,74.8,7.5,515,420
1:49:47,12/18/2021,74.8,7.5,526,420
1:50:50,12/18/2021,74.8,7.5,448,420
1:51:50,12/18/2021,74.8,7.5,525,421
1:52:50,12/18/2021,74.8,7.49,488,421
1:53:50,12/18/2021,74.7,7.49,570,422
1:54:53,12/18/2021,74.8,7.49,551,422
1:55:53,12/18/2021,74.7,7.49,461,422
1:56:56,12/18/2021,74.7,7.49,471,423
1:57:59,12/18/2021,74.7,7.49,523,423
1:59:02,12/18/2021,74.7,7.48,508,424
2:00:05,12/18/2021,74.7,7.48,569,424
2:01:05,12/18/2021,74.7,7.48,450,424
2:02:08,12/18/2021,74.8,7.48,486,424
2:03:11,12/18/2021,74.8,7.48,512,424
2:04:11,12/18/2021,74.8,7.48,510,424
2:05:11,12/18/2021,74.8,7.48,509,424
2:06:11,12/18/2021,74.8,7.48,573,424
2:07:11,12/18/2021,74.8,7.48,548,425
2:08:11,12/18/2021,74.8,7.48,588,425
2:09:14,12/18/2021,74.8,7.48,459,424
2:10:14,12/18/2021,74.8,7.48,435,422
2:11:17,12/18/2021,74.8,7.48,510,423
2:12:20,12/18/2021,74.8,7.48,500,424
2:13:23,12/18/2021,74.8,7.48,521,424
2:14:26,12/18/2021,74.8,7.48,504,425
2:15:26,12/18/2021,74.8,7.48,543,425
2:16:26,12/18/2021,74.8,7.48,446,425
2:17:29,12/18/2021,74.8,7.48,493,426
2:18:32,12/18/2021,74.8,7.48,422,425
2:19:32,12/18/2021,74.8,7.47,438,426
2:20:35,12/18/2021,74.8,7.47,509,427
2:21:35,12/18/2021,74.8,7.47,501,427
2:22:35,12/18/2021,74.8,7.47,519,427
2:23:35,12/18/2021,74.8,7.47,511,428
2:24:35,12/18/2021,74.8,7.47,515,428
2:25:35,12/18/2021,74.8,7.47,537,428
2:26:38,12/18/2021,74.8,7.46,485,428
2:27:38,12/18/2021,74.8,7.47,519,429
2:28:38,12/18/2021,74.8,7.46,533,429
2:29:38,12/18/2021,74.8,7.46,531,429
2:30:38,12/18/2021,74.8,7.46,514,430
2:31:38,12/18/2021,74.8,7.47,515,430
2:32:41,12/18/2021,74.8,7.47,512,430
2:33:41,12/18/2021,74.8,7.47,563,431
2:34:44,12/18/2021,74.8,7.46,512,431
2:35:44,12/18/2021,74.8,7.46,539,432
2:36:44,12/18/2021,74.8,7.46,0,432
2:37:44,12/18/2021,74.8,7.46,467,432
2:38:44,12/18/2021,74.8,7.46,504,432
2:39:44,12/18/2021,74.8,7.45,493,432
2:40:44,12/18/2021,74.8,7.45,523,432
2:41:44,12/18/2021,74.8,7.46,538,433
2:42:44,12/18/2021,74.8,7.45,505,433
2:43:44,12/18/2021,74.8,7.45,522,433
2:44:47,12/18/2021,74.8,7.45,505,434
2:45:47,12/18/2021,74.8,7.45,597,434
2:46:50,12/18/2021,74.8,7.45,553,434
2:47:50,12/18/2021,74.8,7.45,515,434
2:48:50,12/18/2021,74.8,7.45,546,435
2:49:50,12/18/2021,74.8,7.44,493,436
2:50:50,12/18/2021,74.8,7.44,503,436
2:51:53,12/18/2021,74.8,7.44,562,436
2:52:56,12/18/2021,74.8,7.44,501,436
2:53:59,12/18/2021,74.8,7.44,535,436
2:54:59,12/18/2021,74.8,7.44,494,436
2:55:59,12/18/2021,74.8,7.44,517,437
2:56:59,12/18/2021,74.8,7.44,485,436
2:58:02,12/18/2021,74.8,7.43,499,437
2:59:05,12/18/2021,74.8,7.43,514,437
3:00:05,12/18/2021,74.8,7.43,515,437
3:01:08,12/18/2021,74.8,7.43,501,437
3:02:08,12/18/2021,74.8,7.43,515,438
3:03:08,12/18/2021,74.8,7.43,508,438
3:04:11,12/18/2021,74.8,7.43,485,438
3:05:11,12/18/2021,74.8,7.43,498,439
3:06:14,12/18/2021,74.8,7.42,509,439
3:07:14,12/18/2021,74.8,7.43,521,439
3:08:14,12/18/2021,74.9,7.43,0,439
3:09:14,12/18/2021,74.8,7.42,505,439
3:10:17,12/18/2021,74.8,7.43,523,440
3:11:17,12/18/2021,74.8,7.43,518,440
3:12:17,12/18/2021,74.8,7.42,531,440
3:13:17,12/18/2021,74.8,7.43,520,440
3:14:20,12/18/2021,74.9,7.42,538,440
3:15:23,12/18/2021,74.9,7.42,543,440
3:16:23,12/18/2021,74.8,7.42,538,441
3:17:23,12/18/2021,74.8,7.42,480,441
3:18:23,12/18/2021,74.8,7.42,522,441
3:19:26,12/18/2021,74.8,7.42,505,441
3:20:26,12/18/2021,74.8,7.42,486,441
3:21:29,12/18/2021,74.9,7.42,499,441
3:22:29,12/18/2021,74.9,7.42,513,441
3:23:29,12/18/2021,74.9,7.42,496,442
3:24:32,12/18/2021,74.9,7.41,518,442
3:25:32,12/18/2021,74.9,7.42,507,442
3:26:35,12/18/2021,74.9,7.41,516,442
3:27:35,12/18/2021,74.9,7.41,0,442
3:28:35,12/18/2021,74.9,7.41,494,442
3:29:38,12/18/2021,74.9,7.41,509,442
3:30:38,12/18/2021,74.9,7.41,505,443
3:31:38,12/18/2021,74.9,7.41,506,443
3:32:41,12/18/2021,74.9,7.41,532,443
3:33:44,12/18/2021,74.9,7.41,573,443
3:34:47,12/18/2021,74.9,7.41,500,444
3:35:47,12/18/2021,74.9,7.41,522,443
3:36:47,12/18/2021,74.9,7.4,516,444
3:37:50,12/18/2021,74.9,7.4,506,444
3:38:50,12/18/2021,74.9,7.4,492,444
3:39:50,12/18/2021,74.9,7.4,532,444
3:40:53,12/18/2021,74.9,7.4,534,444
3:41:56,12/18/2021,74.9,7.4,538,444
3:42:59,12/18/2021,74.9,7.41,516,444
3:44:02,12/18/2021,74.9,7.4,483,443
3:45:02,12/18/2021,74.9,7.4,509,444
3:46:05,12/18/2021,74.9,7.4,532,443
3:47:05,12/18/2021,74.9,7.4,479,443
3:48:05,12/18/2021,74.9,7.4,524,444
3:49:08,12/18/2021,74.9,7.4,484,443
3:50:11,12/18/2021,74.9,7.4,540,444
3:51:11,12/18/2021,74.9,7.39,528,443
3:52:11,12/18/2021,74.9,7.4,509,444
3:53:11,12/18/2021,74.9,7.39,503,443
3:54:11,12/18/2021,74.9,7.39,493,444
3:55:11,12/18/2021,74.9,7.39,490,444
3:56:11,12/18/2021,74.9,7.39,513,444
3:57:11,12/18/2021,74.9,7.39,512,444
3:58:14,12/18/2021,74.9,7.39,510,444
3:59:14,12/18/2021,74.9,7.39,501,444
4:00:17,12/18/2021,74.9,7.39,561,444
4:01:17,12/18/2021,74.9,7.39,512,444
4:02:20,12/18/2021,74.9,7.39,499,444
4:03:20,12/18/2021,74.9,7.39,533,444
4:04:23,12/18/2021,74.9,7.39,531,444
4:05:23,12/18/2021,74.9,7.39,529,444
4:06:26,12/18/2021,74.9,7.39,522,445
4:07:26,12/18/2021,74.9,7.39,517,445
4:08:26,12/18/2021,74.9,7.39,480,446
4:09:29,12/18/2021,74.9,7.39,512,446
4:10:29,12/18/2021,74.9,7.39,523,446
4:11:29,12/18/2021,74.9,7.39,521,446
4:12:29,12/18/2021,74.9,7.39,507,447
4:13:29,12/18/2021,74.9,7.39,499,447
4:14:29,12/18/2021,74.9,7.39,503,447
4:15:32,12/18/2021,74.9,7.39,493,447
4:16:35,12/18/2021,74.9,7.38,513,448
4:17:35,12/18/2021,74.9,7.38,504,448
4:18:35,12/18/2021,74.9,7.38,530,448
4:19:38,12/18/2021,74.9,7.38,520,448
4:20:38,12/18/2021,74.9,7.38,537,448
4:21:38,12/18/2021,74.9,7.38,485,448
4:22:41,12/18/2021,74.9,7.38,521,449
4:23:41,12/18/2021,74.9,7.38,522,449
4:24:44,12/18/2021,74.9,7.38,531,449
4:25:44,12/18/2021,74.9,7.38,491,450
4:26:47,12/18/2021,74.9,7.39,495,450
4:27:50,12/18/2021,74.9,7.39,535,451
4:28:50,12/18/2021,74.9,7.39,487,451
4:29:50,12/18/2021,74.9,7.39,503,451
4:30:53,12/18/2021,74.9,7.38,492,451
4:31:56,12/18/2021,74.9,7.39,525,450
4:32:56,12/18/2021,74.9,7.38,513,450
4:33:56,12/18/2021,74.9,7.38,513,451
4:34:56,12/18/2021,74.9,7.38,487,451
4:35:56,12/18/2021,74.9,7.37,532,451
4:36:59,12/18/2021,74.9,7.37,497,451
4:37:59,12/18/2021,74.9,7.36,511,452
4:38:59,12/18/2021,74.9,7.36,514,452
4:40:02,12/18/2021,74.9,7.36,516,452
4:41:02,12/18/2021,74.9,7.37,465,452
4:42:02,12/18/2021,74.9,7.36,515,452
4:43:05,12/18/2021,74.9,7.36,532,452
4:44:08,12/18/2021,74.9,7.36,522,452
4:45:08,12/18/2021,74.9,7.36,508,453
4:46:11,12/18/2021,74.9,7.35,523,453
4:47:11,12/18/2021,74.9,7.36,508,453
4:48:11,12/18/2021,74.9,7.35,510,453
4:49:14,12/18/2021,74.9,7.35,518,454
4:50:14,12/18/2021,74.9,7.35,524,454
4:51:17,12/18/2021,74.9,7.35,512,453
4:52:20,12/18/2021,74.9,7.35,512,454
4:53:20,12/18/2021,74.9,7.35,509,454
4:54:20,12/18/2021,74.9,7.35,517,455
4:55:23,12/18/2021,74.9,7.35,508,455
4:56:23,12/18/2021,74.9,7.36,519,455
4:57:23,12/18/2021,74.9,7.36,523,456
4:58:26,12/18/2021,74.9,7.36,508,456
4:59:26,12/18/2021,74.9,7.36,516,456
5:00:29,12/18/2021,74.9,7.36,498,456
5:01:29,12/18/2021,74.9,7.36,551,456
5:02:29,12/18/2021,74.9,7.36,520,457
5:03:29,12/18/2021,74.9,7.35,506,457
5:04:29,12/18/2021,74.9,7.36,508,457
5:05:29,12/18/2021,74.9,7.35,528,457
5:06:32,12/18/2021,74.9,7.35,510,458
5:07:32,12/18/2021,74.8,7.35,522,459
5:08:32,12/18/2021,74.8,7.36,518,459
5:09:35,12/18/2021,74.8,7.36,499,459
5:10:35,12/18/2021,74.8,7.36,522,460
5:11:38,12/18/2021,74.8,7.36,518,460
5:12:41,12/18/2021,74.8,7.36,518,460
5:13:41,12/18/2021,74.8,7.36,527,460
5:14:44,12/18/2021,74.8,7.36,521,461
5:15:44,12/18/2021,74.8,7.36,512,461
5:16:44,12/18/2021,74.8,7.36,511,462
5:17:44,12/18/2021,74.8,7.34,514,461
5:18:47,12/18/2021,74.8,7.36,502,461
5:19:47,12/18/2021,74.8,7.36,519,462
5:20:50,12/18/2021,74.8,7.36,505,463
5:21:50,12/18/2021,74.8,7.37,498,464
5:22:50,12/18/2021,74.8,7.37,520,463
5:23:50,12/18/2021,74.8,7.37,515,464
5:24:50,12/18/2021,74.8,7.37,524,464
5:25:50,12/18/2021,74.8,7.37,528,464
5:26:53,12/18/2021,74.8,7.37,505,464
5:27:56,12/18/2021,74.8,7.37,501,462
5:28:56,12/18/2021,74.8,7.37,514,461
5:29:56,12/18/2021,74.8,7.36,534,462
5:30:56,12/18/2021,74.8,7.37,530,463
5:31:59,12/18/2021,74.8,7.37,514,464
5:33:02,12/18/2021,74.8,7.37,0,464
5:34:05,12/18/2021,74.8,7.37,524,465
5:35:05,12/18/2021,74.8,7.37,512,466
5:36:08,12/18/2021,74.8,7.36,514,466
5:37:08,12/18/2021,74.8,7.37,512,462
5:38:08,12/18/2021,74.8,7.36,501,462
5:39:11,12/18/2021,74.8,7.37,490,463
5:40:14,12/18/2021,74.8,7.37,518,464
5:41:14,12/18/2021,74.8,7.37,527,464
5:42:14,12/18/2021,74.8,7.37,503,464
5:43:14,12/18/2021,74.8,7.38,510,465
5:44:14,12/18/2021,74.8,7.37,517,466
5:45:14,12/18/2021,74.8,7.37,511,467
5:46:17,12/18/2021,74.8,7.38,522,467
5:47:17,12/18/2021,74.8,7.37,508,467
5:48:20,12/18/2021,74.8,7.37,514,467
5:49:23,12/18/2021,74.8,7.37,535,468
5:50:26,12/18/2021,74.7,7.37,520,468
5:51:26,12/18/2021,74.7,7.37,536,467
5:52:26,12/18/2021,74.7,7.37,514,468
5:53:26,12/18/2021,74.7,7.37,507,467
5:54:26,12/18/2021,74.7,7.37,506,467
5:55:26,12/18/2021,74.7,7.38,491,468
5:56:29,12/18/2021,74.7,7.37,493,468
5:57:32,12/18/2021,74.7,7.38,516,468
5:58:32,12/18/2021,74.7,7.38,508,467
5:59:32,12/18/2021,74.7,7.38,536,468
6:00:35,12/18/2021,74.7,7.37,501,468
6:01:35,12/18/2021,74.7,7.37,535,469
6:02:35,12/18/2021,74.7,7.37,521,468
6:03:35,12/18/2021,74.7,7.38,517,468
6:04:38,12/18/2021,74.7,7.37,507,468
6:05:38,12/18/2021,74.7,7.37,511,468
6:06:41,12/18/2021,74.7,7.38,510,468
6:07:44,12/18/2021,74.7,7.37,522,468
6:08:44,12/18/2021,74.7,7.37,498,468
6:09:44,12/18/2021,74.7,7.37,526,468
6:10:44,12/18/2021,74.7,7.37,560,468
6:11:47,12/18/2021,74.7,7.38,0,468
6:12:47,12/18/2021,74.7,7.38,500,468
6:13:47,12/18/2021,74.7,7.38,515,468
6:14:47,12/18/2021,74.7,7.38,516,468
6:15:47,12/18/2021,74.7,7.38,499,468
6:16:47,12/18/2021,74.7,7.38,506,468
6:17:50,12/18/2021,74.7,7.37,518,468
6:18:53,12/18/2021,74.7,7.38,516,467
6:19:53,12/18/2021,74.6,7.38,516,468
6:20:56,12/18/2021,74.6,7.38,510,468
6:21:56,12/18/2021,74.6,7.38,501,468
6:22:56,12/18/2021,74.6,7.38,483,468
6:23:56,12/18/2021,74.6,7.38,469,466
6:24:56,12/18/2021,74.6,7.38,495,466
6:25:56,12/18/2021,74.6,7.38,473,464
6:26:59,12/18/2021,74.6,7.38,485,464
6:27:59,12/18/2021,74.6,7.38,505,464
6:28:59,12/18/2021,74.6,7.38,507,465
6:29:59,12/18/2021,74.6,7.39,465,465
6:31:02,12/18/2021,74.6,7.39,535,464
6:32:05,12/18/2021,74.6,7.39,506,465
6:33:05,12/18/2021,74.6,7.39,503,465
6:34:08,12/18/2021,74.6,7.39,543,467
6:35:08,12/18/2021,74.6,7.38,525,467
6:36:11,12/18/2021,74.6,7.38,548,466
6:37:11,12/18/2021,74.6,7.39,547,466
6:38:11,12/18/2021,74.6,7.39,465,466
6:39:11,12/18/2021,74.6,7.38,506,467
6:40:14,12/18/2021,74.6,7.38,434,468
6:41:17,12/18/2021,74.6,7.39,516,466
6:42:17,12/18/2021,74.6,7.38,516,467
6:43:17,12/18/2021,74.6,7.38,438,467
6:44:20,12/18/2021,74.6,7.39,498,467
6:45:23,12/18/2021,74.6,7.39,465,466
6:46:26,12/18/2021,74.6,7.39,537,467
6:47:26,12/18/2021,74.6,7.4,507,466
6:48:29,12/18/2021,74.6,7.39,510,467
6:49:32,12/18/2021,74.6,7.39,528,466
6:50:32,12/18/2021,74.6,7.39,540,466
6:51:32,12/18/2021,74.6,7.39,482,467
6:52:35,12/18/2021,74.6,7.38,509,467
6:53:35,12/18/2021,74.6,7.39,511,467
6:54:38,12/18/2021,74.6,7.38,505,467
6:55:38,12/18/2021,74.6,7.38,503,468
6:56:41,12/18/2021,74.6,7.38,512,467
6:57:44,12/18/2021,74.6,7.38,441,468
6:58:44,12/18/2021,74.6,7.38,446,468
6:59:44,12/18/2021,74.6,7.38,526,468
7:00:47,12/18/2021,74.6,7.38,510,468
7:01:47,12/18/2021,74.6,7.37,494,468
7:02:47,12/18/2021,74.6,7.37,475,468
7:03:50,12/18/2021,74.5,7.37,508,468
7:04:50,12/18/2021,74.5,7.36,542,468
7:05:50,12/18/2021,74.5,7.37,537,467
7:06:53,12/18/2021,74.5,7.36,517,468
7:07:56,12/18/2021,74.5,7.37,517,468
7:08:59,12/18/2021,74.5,7.37,520,468
7:10:02,12/18/2021,74.5,7.37,503,468
7:11:02,12/18/2021,74.5,7.38,511,468
7:12:05,12/18/2021,74.5,7.37,499,468
7:13:05,12/18/2021,74.5,7.38,504,468
7:14:05,12/18/2021,74.5,7.37,491,468
7:15:05,12/18/2021,74.5,7.37,545,468
7:16:05,12/18/2021,74.5,7.37,510,468
7:17:05,12/18/2021,74.5,7.37,519,468
7:18:08,12/18/2021,74.5,7.37,523,468
7:19:08,12/18/2021,74.5,7.37,496,469
7:20:08,12/18/2021,74.5,7.38,542,468
7:21:08,12/18/2021,74.5,7.38,500,468
7:22:08,12/18/2021,74.5,7.38,519,468
7:23:08,12/18/2021,74.5,7.38,517,469
7:24:11,12/18/2021,74.5,7.37,500,468
7:25:11,12/18/2021,74.5,7.38,506,469
7:26:11,12/18/2021,74.5,7.38,513,469
7:27:14,12/18/2021,74.5,7.38,0,469
7:28:14,12/18/2021,74.5,7.38,528,471
7:29:17,12/18/2021,74.5,7.38,485,469
7:30:17,12/18/2021,74.5,7.38,516,471
7:31:20,12/18/2021,74.5,7.38,503,470
7:32:20,12/18/2021,74.5,7.38,0,470
7:33:23,12/18/2021,74.5,7.38,526,470
7:34:26,12/18/2021,74.5,7.38,541,470
7:35:29,12/18/2021,74.5,7.38,491,470
7:36:29,12/18/2021,74.5,7.37,522,469
7:37:32,12/18/2021,74.5,7.37,510,469
7:38:32,12/18/2021,74.5,7.37,518,470
7:39:35,12/18/2021,74.5,7.37,497,470
7:40:35,12/18/2021,74.5,7.37,502,471
7:41:38,12/18/2021,74.5,7.37,504,470
7:42:41,12/18/2021,74.5,7.37,514,470
7:43:41,12/18/2021,74.5,7.37,560,471
7:44:44,12/18/2021,74.5,7.37,530,470
7:45:44,12/18/2021,74.5,7.38,478,470
7:46:44,12/18/2021,74.5,7.38,568,471
7:47:44,12/18/2021,74.5,7.38,521,470
7:48:44,12/18/2021,74.5,7.37,474,471
7:49:44,12/18/2021,74.5,7.38,523,471
7:50:44,12/18/2021,74.5,7.38,588,470
7:51:44,12/18/2021,74.5,7.38,517,471
7:52:47,12/18/2021,74.5,7.38,533,472
7:53:47,12/18/2021,74.4,7.38,485,471
7:54:47,12/18/2021,74.4,7.38,560,470
7:55:47,12/18/2021,74.4,7.38,483,471
7:56:50,12/18/2021,74.4,7.38,527,472
7:57:50,12/18/2021,74.4,7.38,501,472
7:58:53,12/18/2021,74.4,7.38,530,471
7:59:56,12/18/2021,74.4,7.38,505,471
8:00:56,12/18/2021,74.4,7.38,525,471
8:01:59,12/18/2021,74.4,7.38,498,471
8:03:02,12/18/2021,74.4,7.39,518,471
8:04:05,12/18/2021,74.4,7.38,575,472
8:05:05,12/18/2021,74.4,7.38,593,472
8:06:08,12/18/2021,74.4,7.38,484,472
8:07:08,12/18/2021,74.4,7.38,535,472
8:08:11,12/18/2021,74.4,7.38,518,472
8:09:11,12/18/2021,74.4,7.38,514,471
8:10:11,12/18/2021,74.4,7.38,516,471
8:11:11,12/18/2021,74.4,7.38,568,471
8:12:11,12/18/2021,74.4,7.37,551,471
8:13:11,12/18/2021,74.4,7.38,505,471
8:14:14,12/18/2021,74.4,7.38,470,471
8:15:17,12/18/2021,74.4,7.38,441,472
8:16:20,12/18/2021,74.4,7.38,496,472
8:17:20,12/18/2021,74.4,7.38,517,471
8:18:23,12/18/2021,74.4,7.38,518,472
8:19:23,12/18/2021,74.4,7.38,523,471
8:20:23,12/18/2021,74.4,7.38,520,470
8:21:23,12/18/2021,74.4,7.37,441,470
8:22:26,12/18/2021,74.4,7.38,533,470
8:23:26,12/18/2021,74.4,7.38,512,470
8:24:26,12/18/2021,74.4,7.38,535,469
8:25:29,12/18/2021,74.4,7.38,524,470
8:26:29,12/18/2021,74.4,7.38,512,447
8:27:29,12/18/2021,74.4,7.38,513,436
8:28:32,12/18/2021,74.4,7.38,515,437
8:29:35,12/18/2021,74.4,7.38,520,441
8:30:38,12/18/2021,74.4,7.38,485,445
8:31:41,12/18/2021,74.4,7.38,503,448
8:32:41,12/18/2021,74.4,7.39,548,451
8:33:41,12/18/2021,74.4,7.38,539,453
8:34:41,12/18/2021,74.4,7.38,537,456
8:35:41,12/18/2021,74.4,7.38,499,456
8:36:44,12/18/2021,74.4,7.38,527,458
8:37:44,12/18/2021,74.4,7.38,507,459
8:38:47,12/18/2021,74.4,7.38,486,460
8:39:47,12/18/2021,74.4,7.39,513,461
8:40:50,12/18/2021,74.4,7.38,504,462
8:41:53,12/18/2021,74.4,7.38,575,463
8:42:53,12/18/2021,74.3,7.38,509,464
8:43:56,12/18/2021,74.3,7.38,547,465
8:44:56,12/18/2021,74.3,7.38,518,466
8:45:56,12/18/2021,74.3,7.38,438,467
8:46:59,12/18/2021,74.3,7.38,537,468
8:48:02,12/18/2021,74.3,7.38,491,468
8:49:02,12/18/2021,74.3,7.38,535,468
8:50:02,12/18/2021,74.3,7.37,556,469
8:51:05,12/18/2021,74.3,7.38,491,470
8:52:08,12/18/2021,74.3,7.37,533,470
8:53:11,12/18/2021,74.3,7.37,581,470
8:54:14,12/18/2021,74.3,7.38,588,470
8:55:14,12/18/2021,74.3,7.38,573,471
8:56:17,12/18/2021,74.3,7.38,511,470
8:57:17,12/18/2021,74.3,7.38,564,470
8:58:17,12/18/2021,74.3,7.38,500,470
8:59:20,12/18/2021,74.3,7.37,515,471
9:00:20,12/18/2021,74.3,7.37,543,471
9:01:23,12/18/2021,74.3,7.38,419,472
9:02:23,12/18/2021,74.3,7.38,485,471
9:03:23,12/18/2021,74.3,7.39,629,471
9:04:23,12/18/2021,74.3,7.39,613,471
9:05:23,12/18/2021,74.3,7.39,575,470
9:06:26,12/18/2021,74.3,7.39,535,471
9:07:29,12/18/2021,74.3,7.38,528,472
9:08:29,12/18/2021,74.3,7.38,517,472
9:09:32,12/18/2021,74.3,7.38,565,472
9:10:32,12/18/2021,74.3,7.38,491,472
9:11:32,12/18/2021,74.3,7.38,517,472
9:12:35,12/18/2021,74.3,7.38,511,472
9:13:38,12/18/2021,74.3,7.38,559,472
9:14:38,12/18/2021,74.3,7.38,538,472
9:15:38,12/18/2021,74.3,7.38,458,472
9:16:41,12/18/2021,74.3,7.38,556,472
9:17:44,12/18/2021,74.3,7.39,474,472
9:18:47,12/18/2021,74.3,7.39,510,472
9:19:47,12/18/2021,74.3,7.39,445,472
9:20:50,12/18/2021,74.3,7.39,557,472
9:21:53,12/18/2021,74.3,7.39,583,472
9:22:56,12/18/2021,74.3,7.38,545,472
9:23:59,12/18/2021,74.3,7.39,584,472
9:24:59,12/18/2021,74.3,7.39,484,472
9:25:59,12/18/2021,74.3,7.4,499,473
9:27:02,12/18/2021,74.2,7.4,475,472
9:28:02,12/18/2021,74.2,7.38,454,472
9:29:02,12/18/2021,74.2,7.39,482,472
9:30:02,12/18/2021,74.2,7.4,426,472
9:31:02,12/18/2021,74.2,7.4,485,472
9:32:05,12/18/2021,74.2,7.39,436,472
9:33:08,12/18/2021,74.2,7.4,502,472
9:34:08,12/18/2021,74.2,7.4,552,472
9:35:08,12/18/2021,74.2,7.4,524,472
9:36:11,12/18/2021,74.2,7.4,497,473
9:37:11,12/18/2021,74.2,7.4,467,473
9:38:11,12/18/2021,74.2,7.4,565,474
9:39:14,12/18/2021,74.2,7.4,566,474
9:40:14,12/18/2021,74.2,7.41,483,474
9:41:17,12/18/2021,74.2,7.4,539,475
9:42:17,12/18/2021,74.2,7.4,524,476
9:43:20,12/18/2021,74.2,7.4,516,476
9:44:20,12/18/2021,74.2,7.4,574,476
9:45:23,12/18/2021,74.2,7.4,487,476
9:46:26,12/18/2021,74.2,7.4,448,476
9:47:26,12/18/2021,74.2,7.4,543,476
9:48:26,12/18/2021,74.2,7.4,533,476
9:49:26,12/18/2021,74.2,7.41,511,476
9:50:29,12/18/2021,74.2,7.4,461,476
9:51:29,12/18/2021,74.2,7.4,476,475
9:52:29,12/18/2021,74.2,7.4,444,475
9:53:29,12/18/2021,74.2,7.4,523,475
9:54:32,12/18/2021,74.2,7.41,507,476
9:55:35,12/18/2021,74.2,7.39,540,476
9:56:35,12/18/2021,74.2,7.4,558,476
9:57:38,12/18/2021,74.2,7.41,433,476
9:58:38,12/18/2021,74.2,7.41,550,476
9:59:38,12/18/2021,74.2,7.41,463,476
10:00:41,12/18/2021,74.2,7.41,560,477
10:01:44,12/18/2021,74.1,7.4,518,476
10:02:44,12/18/2021,74.1,7.41,550,476
10:03:44,12/18/2021,74.1,7.41,507,476
10:04:47,12/18/2021,74.1,7.41,503,476
10:05:47,12/18/2021,74.1,7.41,487,476
10:06:47,12/18/2021,74.1,7.41,519,476
10:07:47,12/18/2021,74.1,7.41,439,476
10:08:47,12/18/2021,74.1,7.4,524,476
10:09:47,12/18/2021,74.1,7.41,458,476
10:10:50,12/18/2021,74.1,7.41,487,476
10:11:53,12/18/2021,74.1,7.41,538,476
10:12:53,12/18/2021,74.1,7.41,524,476
